"","gbifID","order","family","genus","species","infraspecificEpithet","taxonRank","scientificName","verbatimScientificName","verbatimScientificNameAuthorship","locality","stateProvince","decimalLatitude","decimalLongitude","coordinateUncertaintyInMeters","biome"
"823727",2283040712,"Sapindales","Anacardiaceae","Toxicodendron","Toxicodendron radicans","","SPECIES","Toxicodendron radicans (L.) Kuntze","Toxicodendron radicans","","","Louisiana",30.564151,-91.161901,5,"Mississippi River Forest"
"824182",3915489336,"Sapindales","Anacardiaceae","Toxicodendron","Toxicodendron radicans","","SPECIES","Toxicodendron radicans (L.) Kuntze","Toxicodendron radicans","","","Louisiana",30.426337,-91.038989,5,"Mississippi River Forest"
"824373",3335390407,"Sapindales","Rutaceae","Ptelea","Ptelea trifoliata","","SPECIES","Ptelea trifoliata L.","Ptelea trifoliata","","","Louisiana",30.426337,-91.038989,5,"Mississippi River Forest"
"8252761",3014001453,"Sapindales","Sapindaceae","Acer","Acer rubrum","","SPECIES","Acer rubrum L.","Acer rubrum","","","Louisiana",30.420425,-91.189944,32,"Mississippi River Forest"
"8259511",3112889610,"Sapindales","Sapindaceae","Acer","Acer rubrum","","SPECIES","Acer rubrum L.","Acer rubrum","","","Louisiana",30.415618,-91.526311,9,"Mississippi River Forest"
"827475",4111711525,"Sapindales","Sapindaceae","Acer","Acer rubrum","","SPECIES","Acer rubrum L.","Acer rubrum","","","Louisiana",30.399687,-91.160721,4,"Mississippi River Forest"
"8278331",2862574760,"Sapindales","Anacardiaceae","Toxicodendron","Toxicodendron radicans","","SPECIES","Toxicodendron radicans (L.) Kuntze","Toxicodendron radicans","","","Louisiana",30.504677,-91.160186,9,"Mississippi River Forest"
"8298371",3966574673,"Sapindales","Anacardiaceae","Toxicodendron","Toxicodendron radicans","","SPECIES","Toxicodendron radicans (L.) Kuntze","Toxicodendron radicans","","","Louisiana",30.399824,-91.14987,19,"Mississippi River Forest"
"830375",3747259921,"Sapindales","Rutaceae","Citrus","Citrus trifoliata","","SPECIES","Citrus trifoliata L.","Citrus trifoliata","","","Louisiana",30.932425,-91.51213,4,"Mississippi River Forest"
"8307901",4080525410,"Sapindales","Sapindaceae","Aesculus","Aesculus pavia","","SPECIES","Aesculus pavia L.","Aesculus pavia","","","Louisiana",30.413783,-91.111519,5,"Mississippi River Forest"
"832475",4112112731,"Sapindales","Anacardiaceae","Toxicodendron","Toxicodendron radicans","","SPECIES","Toxicodendron radicans (L.) Kuntze","Toxicodendron radicans","","","Louisiana",30.412013,-91.101703,3,"Mississippi River Forest"
"8353841",4171144490,"Sapindales","Anacardiaceae","Rhus","Rhus copallina","","SPECIES","Rhus copallina L.","Rhus copallinum","","","Louisiana",30.399738,-91.149973,4,"Mississippi River Forest"
"838836",4054794569,"Sapindales","Sapindaceae","Acer","Acer rubrum","","SPECIES","Acer rubrum L.","Acer rubrum","","","Louisiana",30.40868,-91.182625,11,"Mississippi River Forest"
"8399241",4054751216,"Sapindales","Sapindaceae","Aesculus","Aesculus pavia","","SPECIES","Aesculus pavia L.","Aesculus pavia","","","Louisiana",30.837276,-92.278367,10,"Mississippi River Forest"
"839987",3912345256,"Sapindales","Anacardiaceae","Toxicodendron","Toxicodendron radicans","","SPECIES","Toxicodendron radicans (L.) Kuntze","Toxicodendron radicans","","","Louisiana",30.426053,-91.187487,4,"Mississippi River Forest"
"840533",3902696798,"Sapindales","Sapindaceae","Acer","Acer negundo","","SPECIES","Acer negundo L.","Acer negundo","","","Louisiana",30.420341,-91.091343,9,"Mississippi River Forest"
"8409021",3915386347,"Sapindales","Anacardiaceae","Toxicodendron","Toxicodendron radicans","","SPECIES","Toxicodendron radicans (L.) Kuntze","Toxicodendron radicans","","","Louisiana",30.491764,-91.128926,9,"Mississippi River Forest"
"841911",3333295336,"Sapindales","Sapindaceae","Acer","Acer negundo","","SPECIES","Acer negundo L.","Acer negundo","","","Louisiana",30.975003,-91.993521,28,"Mississippi River Forest"
"843082",1838026454,"Sapindales","Sapindaceae","Aesculus","Aesculus pavia","","SPECIES","Aesculus pavia L.","Aesculus pavia","","","Louisiana",30.804067,-92.287903,5,"Mississippi River Forest"
"8441282",2596260094,"Sapindales","Sapindaceae","Acer","Acer negundo","","SPECIES","Acer negundo L.","Acer negundo","","","Louisiana",30.400726,-91.128428,5,"Mississippi River Forest"
"846804",3912388476,"Sapindales","Anacardiaceae","Toxicodendron","Toxicodendron radicans","","SPECIES","Toxicodendron radicans (L.) Kuntze","Toxicodendron radicans","","","Louisiana",30.426045,-91.187492,4,"Mississippi River Forest"
"848715",2988310634,"Sapindales","Meliaceae","Melia","Melia azedarach","","SPECIES","Melia azedarach L.","Melia azedarach","","","Louisiana",30.599566,-91.251859,10,"Mississippi River Forest"
"8500911",3337468500,"Sapindales","Anacardiaceae","Toxicodendron","Toxicodendron radicans","","SPECIES","Toxicodendron radicans (L.) Kuntze","Toxicodendron radicans","","","Louisiana",30.443605,-91.451163,10,"Mississippi River Forest"
"8502921",1453376509,"Sapindales","Sapindaceae","Aesculus","Aesculus pavia","","SPECIES","Aesculus pavia L.","Aesculus pavia","","","Louisiana",30.689261,-91.281071,8,"Mississippi River Forest"
"852265",4126978271,"Sapindales","Sapindaceae","Acer","Acer negundo","","SPECIES","Acer negundo L.","Acer negundo","","","Louisiana",30.410102,-91.10687,9,"Mississippi River Forest"
"8522781",4171323173,"Sapindales","Sapindaceae","Acer","Acer rubrum","","SPECIES","Acer rubrum L.","Acer rubrum","","","Louisiana",30.462219,-91.128442,5,"Mississippi River Forest"
"8537561",4126878898,"Sapindales","Anacardiaceae","Toxicodendron","Toxicodendron radicans","","SPECIES","Toxicodendron radicans (L.) Kuntze","Toxicodendron radicans","","","Louisiana",30.416672,-91.180275,40,"Mississippi River Forest"
"854263",3112306664,"Sapindales","Sapindaceae","Acer","Acer floridanum","","SPECIES","Acer floridanum hort. ex K.Koch, 1869","Acer floridanum","","","Louisiana",30.438056,-91.116084,6,"Mississippi River Forest"
"8545121",3391482077,"Sapindales","Sapindaceae","Cardiospermum","Cardiospermum halicacabum","","SPECIES","Cardiospermum halicacabum L.","Cardiospermum halicacabum","","","Louisiana",31.138491,-91.712304,9,"Mississippi River Forest"
"854660",4080650367,"Sapindales","Sapindaceae","Aesculus","Aesculus pavia","","SPECIES","Aesculus pavia L.","Aesculus pavia","","","Louisiana",30.413731,-91.111587,9,"Mississippi River Forest"
"856746",4103215261,"Sapindales","Anacardiaceae","Toxicodendron","Toxicodendron radicans","","SPECIES","Toxicodendron radicans (L.) Kuntze","Toxicodendron radicans","","","Louisiana",30.690103,-91.283775,4,"Mississippi River Forest"
"856918",4111655581,"Sapindales","Anacardiaceae","Toxicodendron","Toxicodendron radicans","","SPECIES","Toxicodendron radicans (L.) Kuntze","Toxicodendron radicans","","","Louisiana",30.412783,-91.118203,4,"Mississippi River Forest"
"857026",4177413848,"Sapindales","Sapindaceae","Aesculus","Aesculus pavia","","SPECIES","Aesculus pavia L.","Aesculus pavia","","","Louisiana",30.409943,-91.107526,50,"Mississippi River Forest"
"857525",3112416472,"Sapindales","Sapindaceae","Aesculus","Aesculus pavia","","SPECIES","Aesculus pavia L.","Aesculus pavia","","","Louisiana",30.439285,-91.101585,4,"Mississippi River Forest"
"858574",3112318019,"Sapindales","Anacardiaceae","Toxicodendron","Toxicodendron radicans","","SPECIES","Toxicodendron radicans (L.) Kuntze","Toxicodendron radicans","","","Louisiana",30.444968,-91.105581,4,"Mississippi River Forest"
"858790",4080644526,"Sapindales","Rutaceae","Citrus","Citrus trifoliata","","SPECIES","Citrus trifoliata L.","Citrus trifoliata","","","Louisiana",30.411095,-91.110772,4,"Mississippi River Forest"
"859192",1265538010,"Sapindales","Sapindaceae","Acer","Acer rubrum","","SPECIES","Acer rubrum L.","Acer rubrum","","","Louisiana",30.46503,-91.127919,8,"Mississippi River Forest"
"8592931",4102915006,"Sapindales","Sapindaceae","Acer","Acer negundo","","SPECIES","Acer negundo L.","Acer negundo","","","Louisiana",30.426464,-91.039088,2,"Mississippi River Forest"
"860016",2856651104,"Sapindales","Anacardiaceae","Toxicodendron","Toxicodendron radicans","","SPECIES","Toxicodendron radicans (L.) Kuntze","Toxicodendron radicans","","","Louisiana",30.409076,-91.174419,5,"Mississippi River Forest"
"8604871",4137973110,"Sapindales","Sapindaceae","Acer","Acer negundo","","SPECIES","Acer negundo L.","Acer negundo","","","Louisiana",30.409852,-91.108382,8,"Mississippi River Forest"
"861029",2626346214,"Sapindales","Anacardiaceae","Toxicodendron","Toxicodendron radicans","","SPECIES","Toxicodendron radicans (L.) Kuntze","Toxicodendron radicans","","","Louisiana",30.398792,-91.160585,10,"Mississippi River Forest"
"861317",3455654900,"Sapindales","Anacardiaceae","Toxicodendron","Toxicodendron radicans","","SPECIES","Toxicodendron radicans (L.) Kuntze","Toxicodendron radicans","","","Louisiana",30.496962,-91.459467,4,"Mississippi River Forest"
"862274",3759087636,"Sapindales","Sapindaceae","Aesculus","Aesculus pavia","","SPECIES","Aesculus pavia L.","Aesculus pavia","","","Louisiana",30.801906,-92.303719,10,"Mississippi River Forest"
"864869",3112293746,"Sapindales","Sapindaceae","Koelreuteria","Koelreuteria paniculata","","SPECIES","Koelreuteria paniculata Laxm.","Koelreuteria paniculata","","","Louisiana",30.421945,-91.164122,47,"Mississippi River Forest"
"864970",4102966375,"Sapindales","Anacardiaceae","Toxicodendron","Toxicodendron radicans","","SPECIES","Toxicodendron radicans (L.) Kuntze","Toxicodendron radicans","","","Louisiana",30.462035,-91.077463,5,"Mississippi River Forest"
"8651641",4103035458,"Sapindales","Sapindaceae","Acer","Acer negundo","","SPECIES","Acer negundo L.","Acer negundo","","","Louisiana",30.400149,-91.128363,4,"Mississippi River Forest"
"865453",2451709430,"Sapindales","Anacardiaceae","Toxicodendron","Toxicodendron radicans","","SPECIES","Toxicodendron radicans (L.) Kuntze","Toxicodendron radicans","","","Louisiana",30.432325,-91.089836,16,"Mississippi River Forest"
"8657021",4399881655,"Sapindales","Anacardiaceae","Toxicodendron","Toxicodendron radicans","","SPECIES","Toxicodendron radicans (L.) Kuntze","Toxicodendron radicans","","","Louisiana",30.463017,-91.11758,2,"Mississippi River Forest"
"866076",4116186470,"Sapindales","Sapindaceae","Acer","Acer negundo","","SPECIES","Acer negundo L.","Acer negundo","","","Louisiana",30.528234,-91.171184,6,"Mississippi River Forest"
"866910",2283007053,"Sapindales","Sapindaceae","Acer","Acer negundo","","SPECIES","Acer negundo L.","Acer negundo","","","Louisiana",30.431781,-91.247412,3,"Mississippi River Forest"
"867496",4067158751,"Sapindales","Sapindaceae","Aesculus","Aesculus pavia","","SPECIES","Aesculus pavia L.","Aesculus pavia","","","Louisiana",30.414105,-91.111503,18,"Mississippi River Forest"
"8677061",3113289478,"Sapindales","Sapindaceae","Acer","Acer rubrum","","SPECIES","Acer rubrum L.","Acer rubrum","","","Louisiana",30.438147,-91.116144,7,"Mississippi River Forest"
"868746",2265784435,"Sapindales","Sapindaceae","Acer","Acer negundo","","SPECIES","Acer negundo L.","Acer negundo","","","Louisiana",30.381317,-91.189872,10,"Mississippi River Forest"
"869076",3784938389,"Sapindales","Anacardiaceae","Toxicodendron","Toxicodendron radicans","","SPECIES","Toxicodendron radicans (L.) Kuntze","Toxicodendron radicans","","","Louisiana",30.406659,-91.170189,22,"Mississippi River Forest"
"871327",3039409766,"Sapindales","Anacardiaceae","Toxicodendron","Toxicodendron radicans","","SPECIES","Toxicodendron radicans (L.) Kuntze","Toxicodendron radicans","","","Louisiana",30.688023,-91.283255,8,"Mississippi River Forest"
"871548",3014063468,"Sapindales","Sapindaceae","Acer","Acer rubrum","","SPECIES","Acer rubrum L.","Acer rubrum","","","Louisiana",30.447083,-91.172086,26,"Mississippi River Forest"
"871630",2873861353,"Sapindales","Sapindaceae","Acer","Acer negundo","","SPECIES","Acer negundo L.","Acer negundo","","","Louisiana",30.415877,-91.171598,4,"Mississippi River Forest"
"871984",2350365140,"Sapindales","Sapindaceae","Acer","Acer rubrum","","SPECIES","Acer rubrum L.","Acer rubrum","","","Louisiana",30.437778,-91.116269,38,"Mississippi River Forest"
"872121",3118288909,"Sapindales","Sapindaceae","Aesculus","Aesculus pavia","","SPECIES","Aesculus pavia L.","Aesculus pavia","","","Louisiana",30.462114,-91.077136,5,"Mississippi River Forest"
"873584",2456519152,"Sapindales","Sapindaceae","Cardiospermum","Cardiospermum halicacabum","","SPECIES","Cardiospermum halicacabum L.","Cardiospermum halicacabum","","","Louisiana",30.413177,-91.196402,4,"Mississippi River Forest"
"8745421",2236849610,"Sapindales","Sapindaceae","Aesculus","Aesculus pavia","","SPECIES","Aesculus pavia L.","Aesculus pavia","","","Louisiana",30.410195,-91.106487,15,"Mississippi River Forest"
"8756421",4162532602,"Sapindales","Anacardiaceae","Toxicodendron","Toxicodendron radicans","","SPECIES","Toxicodendron radicans (L.) Kuntze","Toxicodendron radicans","","","Louisiana",30.462933,-91.117624,5,"Mississippi River Forest"
"876379",4111782719,"Sapindales","Sapindaceae","Acer","Acer rubrum","","SPECIES","Acer rubrum L.","Acer rubrum","","","Louisiana",30.38749,-91.167203,4,"Mississippi River Forest"
"878742",3915476390,"Sapindales","Anacardiaceae","Toxicodendron","Toxicodendron radicans","","SPECIES","Toxicodendron radicans (L.) Kuntze","Toxicodendron radicans","","","Louisiana",30.425357,-91.081826,28,"Mississippi River Forest"
"8794191",3118347874,"Sapindales","Anacardiaceae","Toxicodendron","Toxicodendron radicans","","SPECIES","Toxicodendron radicans (L.) Kuntze","Toxicodendron radicans","","","Louisiana",30.461817,-91.077429,10,"Mississippi River Forest"
"880161",3773173263,"Sapindales","Sapindaceae","Acer","Acer negundo","","SPECIES","Acer negundo L.","Acer negundo","","","Louisiana",30.40028,-91.12908,4,"Mississippi River Forest"
"8803601",4112110572,"Sapindales","Sapindaceae","Acer","Acer rubrum","","SPECIES","Acer rubrum L.","Acer rubrum","","","Louisiana",30.409283,-91.433782,3,"Mississippi River Forest"
"880662",3112965536,"Sapindales","Anacardiaceae","Toxicodendron","Toxicodendron radicans","","SPECIES","Toxicodendron radicans (L.) Kuntze","Toxicodendron radicans","","","Louisiana",30.439055,-91.101441,6,"Mississippi River Forest"
"882716",3112453994,"Sapindales","Sapindaceae","Acer","Acer negundo","","SPECIES","Acer negundo L.","Acer negundo","","","Louisiana",30.409513,-91.107451,6,"Mississippi River Forest"
"882751",3903348006,"Sapindales","Anacardiaceae","Toxicodendron","Toxicodendron radicans","","SPECIES","Toxicodendron radicans (L.) Kuntze","Toxicodendron radicans","","","Louisiana",30.482603,-91.131011,4,"Mississippi River Forest"
"882848",1265531669,"Sapindales","Sapindaceae","Acer","Acer rubrum","","SPECIES","Acer rubrum L.","Acer rubrum","","","Louisiana",30.648763,-91.961289,12,"Mississippi River Forest"
"883076",1453435457,"Sapindales","Rutaceae","Zanthoxylum","Zanthoxylum clava-herculis","","SPECIES","Zanthoxylum clava-herculis L.","Zanthoxylum clava-herculis","","","Louisiana",30.923196,-91.517462,8,"Mississippi River Forest"
"884154",4080540414,"Sapindales","Sapindaceae","Aesculus","Aesculus pavia","","SPECIES","Aesculus pavia L.","Aesculus pavia","","","Louisiana",30.410405,-91.106353,4,"Mississippi River Forest"
"8874101",3415541149,"Sapindales","Anacardiaceae","Rhus","Rhus copallina","","SPECIES","Rhus copallina L.","Rhus copallinum","","","Louisiana",30.447742,-91.097105,5,"Mississippi River Forest"
"8880641",3915409399,"Sapindales","Anacardiaceae","Toxicodendron","Toxicodendron radicans","","SPECIES","Toxicodendron radicans (L.) Kuntze","Toxicodendron radicans","","","Louisiana",30.411504,-91.109485,6,"Mississippi River Forest"
"889525",2803055784,"Sapindales","Sapindaceae","Acer","Acer rubrum","","SPECIES","Acer rubrum L.","Acer rubrum","","","Louisiana",30.399376,-92.073001,6,"Mississippi River Forest"
"889830",4162378470,"Sapindales","Sapindaceae","Acer","Acer rubrum","","SPECIES","Acer rubrum L.","Acer rubrum","","","Louisiana",30.46302,-91.117517,1,"Mississippi River Forest"
"890210",3455711737,"Sapindales","Anacardiaceae","Rhus","Rhus copallina","","SPECIES","Rhus copallina L.","Rhus copallinum","","","Louisiana",30.497138,-92.080511,4,"Mississippi River Forest"
"10261",3802652387,"Gentianales","Loganiaceae","Spigelia","Spigelia marilandica","","SPECIES","Spigelia marilandica (L.) L.","Spigelia marilandica","","","Louisiana",30.801783,-92.303892,5,"Mississippi River Forest"
"10441",3773013231,"Gentianales","Apocynaceae","Trachelospermum","Trachelospermum jasminoides","","SPECIES","Trachelospermum jasminoides (Lindl.) Lem.","Trachelospermum jasminoides","","","Louisiana",30.409886,-91.168508,3,"Mississippi River Forest"
"12571",1455577336,"Gentianales","Rubiaceae","Galium","Galium aparine","","SPECIES","Galium aparine L.","Galium aparine","","","Louisiana",30.444976,-91.162311,6,"Mississippi River Forest"
"2622",4022294383,"Gentianales","Rubiaceae","Diodia","Diodia virginiana","","SPECIES","Diodia virginiana L.","Diodia virginiana","","","Louisiana",30.45983,-91.207145,5,"Mississippi River Forest"
"38041",3384303399,"Gentianales","Rubiaceae","Hamelia","Hamelia patens","","SPECIES","Hamelia patens Jacq.","Hamelia patens","","","Louisiana",30.563053,-91.160319,5,"Mississippi River Forest"
"51202",4405417724,"Gentianales","Apocynaceae","Nerium","Nerium oleander","","SPECIES","Nerium oleander L.","Nerium oleander","","","Louisiana",30.429747,-91.116455,3,"Mississippi River Forest"
"63051",3118416691,"Gentianales","Apocynaceae","Asclepias","Asclepias tuberosa","","SPECIES","Asclepias tuberosa L.","Asclepias tuberosa","","","Louisiana",31.122924,-92.470702,10,"Mississippi River Forest"
"6766",3067664195,"Gentianales","Rubiaceae","Spermacoce","Spermacoce glabra","","SPECIES","Spermacoce glabra Michx.","Spermacoce glabra","","","Louisiana",31.082295,-91.692405,4,"Mississippi River Forest"
"7588",3747207381,"Gentianales","Gelsemiaceae","Gelsemium","Gelsemium sempervirens","","SPECIES","Gelsemium sempervirens (L.) J.St.-Hil.","Gelsemium sempervirens","","","Louisiana",31.121526,-92.470208,24,"Mississippi River Forest"
"9487",3337565491,"Gentianales","Apocynaceae","Asclepias","Asclepias perennis","","SPECIES","Asclepias perennis Walter","Asclepias perennis","","","Louisiana",30.415942,-91.525938,5,"Mississippi River Forest"
"9932",2814236093,"Gentianales","Rubiaceae","Cephalanthus","Cephalanthus occidentalis","","SPECIES","Cephalanthus occidentalis L.","Cephalanthus occidentalis","","","Louisiana",30.399647,-92.074751,6,"Mississippi River Forest"
"120501",2331879299,"Gentianales","Rubiaceae","Cephalanthus","Cephalanthus occidentalis","","SPECIES","Cephalanthus occidentalis L.","Cephalanthus occidentalis","","","Louisiana",30.393201,-91.320997,12,"Mississippi River Forest"
"12119",2006088752,"Gentianales","Gelsemiaceae","Gelsemium","Gelsemium sempervirens","","SPECIES","Gelsemium sempervirens (L.) J.St.-Hil.","Gelsemium sempervirens","","","Louisiana",30.407583,-91.136838,4,"Mississippi River Forest"
"122353",2294429594,"Gentianales","Rubiaceae","Cephalanthus","Cephalanthus occidentalis","","SPECIES","Cephalanthus occidentalis L.","Cephalanthus occidentalis","","","Louisiana",30.565795,-91.162404,5,"Mississippi River Forest"
"12557",4111761663,"Gentianales","Rubiaceae","Cephalanthus","Cephalanthus occidentalis","","SPECIES","Cephalanthus occidentalis L.","Cephalanthus occidentalis","","","Louisiana",30.54145,-91.438085,3,"Mississippi River Forest"
"126621",4075930024,"Gentianales","Rubiaceae","Galium","Galium aparine","","SPECIES","Galium aparine L.","Galium aparine","","","Louisiana",30.42253,-91.163223,5,"Mississippi River Forest"
"136042",4127371895,"Gentianales","Rubiaceae","Galium","Galium obtusum","","SPECIES","Galium obtusum Bigelow","Galium obtusum","","","Louisiana",30.483328,-92.041634,4,"Mississippi River Forest"
"13854",3902717503,"Gentianales","Rubiaceae","Diodia","Diodia virginiana","","SPECIES","Diodia virginiana L.","Diodia virginiana","","","Louisiana",30.399545,-91.033089,3,"Mississippi River Forest"
"14051",3455232965,"Gentianales","Rubiaceae","Sherardia","Sherardia arvensis","","SPECIES","Sherardia arvensis L.","Sherardia arvensis","","","Louisiana",30.425205,-91.166572,9,"Mississippi River Forest"
"17405",3902908956,"Gentianales","Rubiaceae","Diodia","Diodia virginiana","","SPECIES","Diodia virginiana L.","Diodia virginiana","","","Louisiana",30.484062,-91.131569,4,"Mississippi River Forest"
"19456",4103301567,"Gentianales","Apocynaceae","Gonolobus","Gonolobus suberosus","","SPECIES","Gonolobus suberosus (L.) Schult.","Gonolobus suberosus","","","Louisiana",30.689505,-91.283149,2,"Mississippi River Forest"
"243532",3772904586,"Gentianales","Apocynaceae","Nerium","Nerium oleander","","SPECIES","Nerium oleander L.","Nerium oleander","","","Louisiana",30.384647,-91.162553,12,"Mississippi River Forest"
"24789",2862555094,"Gentianales","Rubiaceae","Diodia","Diodia virginiana","","SPECIES","Diodia virginiana L.","Diodia virginiana","","","Louisiana",30.40078,-91.165003,6,"Mississippi River Forest"
"25794",4054855325,"Gentianales","Rubiaceae","Houstonia","Houstonia pusilla","","SPECIES","Houstonia pusilla Schoepf","Houstonia pusilla","","","Louisiana",30.540209,-91.989605,7,"Mississippi River Forest"
"26115",4129696558,"Gentianales","Loganiaceae","Spigelia","Spigelia marilandica","","SPECIES","Spigelia marilandica (L.) L.","Spigelia marilandica","","","Louisiana",30.80377,-92.287843,5,"Mississippi River Forest"
"27087",3860700719,"Gentianales","Rubiaceae","Mitchella","Mitchella repens","","SPECIES","Mitchella repens L.","Mitchella repens","","","Louisiana",30.787452,-92.237499,42,"Mississippi River Forest"
"30048",2873804787,"Gentianales","Apocynaceae","Asclepias","Asclepias perennis","","SPECIES","Asclepias perennis Walter","Asclepias perennis","","","Louisiana",30.792329,-91.446262,15,"Mississippi River Forest"
"32658",4111808538,"Gentianales","Apocynaceae","Asclepias","Asclepias variegata","","SPECIES","Asclepias variegata L.","Asclepias variegata","","","Louisiana",30.692828,-91.289275,4,"Mississippi River Forest"
"32815",1946350530,"Gentianales","Rubiaceae","Cephalanthus","Cephalanthus occidentalis","","SPECIES","Cephalanthus occidentalis L.","Cephalanthus occidentalis","","","Louisiana",30.417997,-91.163978,10,"Mississippi River Forest"
"340631",2610939398,"Gentianales","Rubiaceae","Galium","Galium uniflorum","","SPECIES","Galium uniflorum Michx.","Galium uniflorum","","","Louisiana",30.93586,-91.500643,5,"Mississippi River Forest"
"34362",4138625313,"Gentianales","Apocynaceae","Asclepias","Asclepias perennis","","SPECIES","Asclepias perennis Walter","Asclepias perennis","","","Louisiana",30.785803,-91.450928,13,"Mississippi River Forest"
"35801",2006088735,"Gentianales","Rubiaceae","Galium","Galium aparine","","SPECIES","Galium aparine L.","Galium aparine","","","Louisiana",30.407583,-91.136838,4,"Mississippi River Forest"
"378891",3499604177,"Gentianales","Rubiaceae","Houstonia","Houstonia pusilla","","SPECIES","Houstonia pusilla Schoepf","Houstonia pusilla","","","Louisiana",30.431271,-91.089401,13,"Mississippi River Forest"
"386795",3873138684,"Gentianales","Rubiaceae","Hamelia","Hamelia patens","","SPECIES","Hamelia patens Jacq.","Hamelia patens","","","Louisiana",30.416825,-91.157958,4,"Mississippi River Forest"
"39659",3455397929,"Gentianales","Rubiaceae","Houstonia","Houstonia pusilla","","SPECIES","Houstonia pusilla Schoepf","Houstonia pusilla","","","Louisiana",30.399423,-92.074027,10,"Mississippi River Forest"
"40223",2620072566,"Gentianales","Rubiaceae","Diodia","Diodia virginiana","","SPECIES","Diodia virginiana L.","Diodia virginiana","","","Louisiana",30.393312,-91.11809,4,"Mississippi River Forest"
"42389",4127136684,"Gentianales","Rubiaceae","Cephalanthus","Cephalanthus occidentalis","","SPECIES","Cephalanthus occidentalis L.","Cephalanthus occidentalis","","","Louisiana",30.565783,-91.162405,4,"Mississippi River Forest"
"44724",4138590287,"Gentianales","Rubiaceae","Cephalanthus","Cephalanthus occidentalis","","SPECIES","Cephalanthus occidentalis L.","Cephalanthus occidentalis","","","Louisiana",30.41623,-91.116714,4,"Mississippi River Forest"
"447805",4091529050,"Gentianales","Rubiaceae","Sherardia","Sherardia arvensis","","SPECIES","Sherardia arvensis L.","Sherardia arvensis","","","Louisiana",30.411513,-92.0676,9,"Mississippi River Forest"
"46332",4103222196,"Gentianales","Rubiaceae","Sherardia","Sherardia arvensis","","SPECIES","Sherardia arvensis L.","Sherardia arvensis","","","Louisiana",30.392791,-91.10122,3,"Mississippi River Forest"
"46348",4102815805,"Gentianales","Rubiaceae","Sherardia","Sherardia arvensis","","SPECIES","Sherardia arvensis L.","Sherardia arvensis","","","Louisiana",30.729705,-91.594453,10,"Mississippi River Forest"
"46580",2423092648,"Gentianales","Apocynaceae","Cynanchum","Cynanchum laeve","","SPECIES","Cynanchum laeve (Michx.) Pers.","Cynanchum laeve","","","Louisiana",30.762802,-91.396072,17,"Mississippi River Forest"
"47992",2596348073,"Gentianales","Rubiaceae","Galium","Galium aparine","","SPECIES","Galium aparine L.","Galium aparine","","","Louisiana",30.426337,-91.038989,5,"Mississippi River Forest"
"48138",4407632510,"Gentianales","Rubiaceae","Cephalanthus","Cephalanthus occidentalis","","SPECIES","Cephalanthus occidentalis L.","Cephalanthus occidentalis","","","Louisiana",30.405735,-91.10352,8,"Mississippi River Forest"
"49486",3802523531,"Gentianales","Rubiaceae","Diodia","Diodia virginiana","","SPECIES","Diodia virginiana L.","Diodia virginiana","","","Louisiana",30.426328,-91.03919,5,"Mississippi River Forest"
"50034",1584436331,"Gentianales","Rubiaceae","Cephalanthus","Cephalanthus occidentalis","","SPECIES","Cephalanthus occidentalis L.","Cephalanthus occidentalis","","","Louisiana",30.40759,-91.166882,2,"Mississippi River Forest"
"50571",4138085417,"Gentianales","Rubiaceae","Diodia","Diodia virginiana","","SPECIES","Diodia virginiana L.","Diodia virginiana","","","Louisiana",30.426356,-91.039169,2,"Mississippi River Forest"
"51994",4103178128,"Gentianales","Rubiaceae","Sherardia","Sherardia arvensis","","SPECIES","Sherardia arvensis L.","Sherardia arvensis","","","Louisiana",30.444945,-91.452951,3,"Mississippi River Forest"
"564071",4413874210,"Gentianales","Rubiaceae","Cephalanthus","Cephalanthus occidentalis","","SPECIES","Cephalanthus occidentalis L.","Cephalanthus occidentalis","","","Louisiana",30.422394,-91.163811,17,"Mississippi River Forest"
"60362",3338055816,"Gentianales","Apocynaceae","Asclepias","Asclepias perennis","","SPECIES","Asclepias perennis Walter","Asclepias perennis","","","Louisiana",30.415556,-91.527153,22,"Mississippi River Forest"
"603842",4102721168,"Gentianales","Apocynaceae","Gonolobus","Gonolobus suberosus","","SPECIES","Gonolobus suberosus (L.) Schult.","Gonolobus suberosus","","","Louisiana",30.690462,-91.279205,4,"Mississippi River Forest"
"61458",3333087638,"Gentianales","Loganiaceae","Spigelia","Spigelia marilandica","","SPECIES","Spigelia marilandica (L.) L.","Spigelia marilandica","","","Louisiana",30.801784,-92.303705,5,"Mississippi River Forest"
"62243",4102659105,"Gentianales","Rubiaceae","Diodia","Diodia virginiana","","SPECIES","Diodia virginiana L.","Diodia virginiana","","","Louisiana",30.443267,-91.450786,8,"Mississippi River Forest"
"63171",4080607344,"Gentianales","Gelsemiaceae","Gelsemium","Gelsemium sempervirens","","SPECIES","Gelsemium sempervirens (L.) J.St.-Hil.","Gelsemium sempervirens","","","Louisiana",30.414463,-91.11407,8,"Mississippi River Forest"
"636484",3499495242,"Gentianales","Rubiaceae","Houstonia","Houstonia pusilla","","SPECIES","Houstonia pusilla Schoepf","Houstonia pusilla","","","Louisiana",30.402993,-92.002371,4,"Mississippi River Forest"
